    0  111.1012 22.3346   16461     0  4595 11866  
    1  111.2272 23.4561   16650   189  4403 12247  
    2  112.1163 26.2132   15558  1092  3720 11838  
    3  115.3392 29.5415   13298  2260  5613  7685  
    4  115.2215 28.7615   12102  1196  4400  7702  
    5  115.9376 26.7601   11502   600  3684  7818  
    6  117.3098 24.8338   11507     5  2686  8821  
    7  116.8624 25.2885   12053   546   797 11256  
    8  116.2980 26.4701   13953  1900  3127 10826  
    9  116.5678 26.6535   13284   669  5123  8161  
   10  115.4215 27.9813   13504   220  4100  9404  
   11  115.5096 29.9080   13224   280  3890  9334  
   12  115.8545 30.4980   11984  1240  4681  7303  
   13  116.1250 29.1602   11776   208  2379  9397  
   14  116.8277 29.3232   12040   264  2900  9140  
   15  116.2578 30.0456   12875   835  4721  8154  
   16  115.4143 30.8893   12000   875  2672  9328  
   17  113.9024 31.0642   10676  1324  2926  7750  
   18  113.6534 29.1528   12521  1845  1689 10832  
   19  114.7859 28.4575   12247   274  2102 10145  
   20  115.2489 28.4319   12033   214  1651 10382  
   21  114.3280 29.4354   13184  1151  3215  9969  
   22  112.8066 31.0521   12672   512  1682 10990  
   23  111.5139 32.0830   12806   134  3388  9418  
   24  111.2959 32.1620   12905    99  3167  9738  
   25  112.5165 32.7931   12743   162  2893  9850  
   26  113.1261 32.4312   14627  1884  1507 13120  
   27  113.7770 31.6459   13901   726  3107 10794  
   28  114.6846 29.6846   12333  1568  2678  9655  
   29  115.1770 28.6295   12935   602  1185 11750  
   30  114.3446 28.3119   13119   184  2153 10966  
   31  114.4332 29.3639   12962   157  5387  7575  
   32  116.4184 30.3172   12591   371  2578 10013  
   33  116.9118 29.7405   12705   114  1327 11378  
   34  116.8890 28.3235   12372   333  3054  9318  
   35  118.0299 28.2367   10515  1857  2546  7969  
   36  119.0693 28.2600   10576    61  2824  7752  
   37  118.6981 27.8718   11612  1036  2827  8785  
   38  117.4912 28.7622   12179   567  3132  9047  
   39  117.7116 28.8200   10726  1453  1823  8903  
   40  117.9544 28.0556    9798   928  2648  7150  
   41  117.1947 28.2596   10924  1126  2078  8846  
   42  116.1966 27.8337   11698   774  2121  9577  
   43  115.6598 26.9707   12544   846  1641 10903  
   44  115.1354 27.7410   11689   855  2212  9477  
   45  114.9196 28.4679   11048   641  2006  9042  
   46  115.5896 27.9004   10405   643  2435  7970  
   47  116.9338 27.6939    9502   903  2448  7054  
   48  115.7710 28.2857    9493     9  1813  7680  
   49  113.8573 29.9904   14058  4565  2177 11881  
   50  114.0081 30.7495   14243   185  2740 11503  
   51  113.9404 30.0549   12071  2172  3122  8949  
   52  113.9079 29.5858   12902   831  3116  9786  
   53  113.1236 28.6282   12769   133  2411 10358  
   54  112.1866 28.3945   12877   108  1444 11433  
   55  112.1343 28.8143   13739   862  1757 11982  
   56  113.5812 29.7253   14139   400  4334  9805  
   57  113.4953 30.6678   12825  1314  1475 11350  
   58  113.3993 31.1132   13564   739  4159  9405  
   59  113.4292 31.1608   15250  1686  1278 13972  
   60  113.3453 30.8872   15657   407  2517 13140  
   61  112.9081 30.1355   14243  1414  1911 12332  
   62  111.6789 30.6896   12964  1279  2333 10631  
   63  111.9987 30.4943   12629   335  1988 10641  
   64  112.6819 29.7208   13408   779  1415 11993  
   65  113.5167 29.8818   15593  2185  2598 12995  
   66  113.6567 29.8238    9657  5936  1293  8364  
