    0  108.4226 134.5511   12605     0  8227  4378  
    1  108.4138 133.4629   11642   963  6756  4886  
    2  106.5061 132.3304   14228  2586  4065 10163  
    3  102.0634 133.4314   14470   242  2768 11702  
    4  101.2847 133.6477   14238   232  7662  6576  
    5  99.3793 133.4134   14346   108  5122  9224  
    6  99.6889 133.3237   14711   365  4714  9997  
    7  100.9975 133.4962   14451   260  4932  9519  
    8  102.3589 133.6207   12616  1835  4587  8029  
    9  103.6495 133.5191   13495   879  5414  8081  
   10  103.9754 133.7343   13072   423  3878  9194  
   11  103.1497 135.5776   13726   654  3271 10455  
   12  102.7758 136.7667   15346  1620  7201  8145  
   13  103.0801 137.1106   14707   639  2714 11993  
   14  103.3937 137.0871   15064   357  2874 12190  
   15  102.7349 136.1761   13776  1288  4133  9643  
   16  102.1029 135.7648   12507  1269  3497  9010  
   17  102.2335 136.6790   14308  1801  5496  8812  
   18  103.4981 138.7941   15482  1174  4599 10883  
   19  103.2693 138.7232   16022   540  5027 10995  
   20  102.3396 137.6145   15444   578  4763 10681  
   21  102.7938 136.4985   14723   721  4961  9762  
   22  103.5981 135.8335   13475  1248  5702  7773  
   23  102.1866 136.0131   13142   333  5815  7327  
   24  102.1295 135.7875   14024   882  4045  9979  
   25  103.5912 136.2862   15325  1301  4084 11241  
   26  104.2009 136.4801   16222   897  5340 10882  
   27  105.9163 136.0400   14537  1685  7046  7491  
   28  106.0668 135.4784   13492  1045  5762  7730  
   29  105.9706 134.5257   12207  1285  2602  9605  
   30  107.0816 133.6048   11702   505  4523  7179  
   31  105.3087 133.7038   12496   794  4643  7853  
   32  106.4105 132.1461   13624  1128  3985  9639  
   33  105.0655 131.7805   14134   510  2844 11290  
   34  103.4663 132.5212   13400   734  5697  7703  
   35  103.3277 133.3925   13723   323  3734  9989  
   36  103.2708 135.3692   13763    40  6673  7090  
   37  102.9933 135.9599   13505   258  9084  4421  
   38  103.6132 135.6915   12766   739  3923  8843  
   39  104.1997 136.6166   10976  1790  6740  4236  
   40  104.5490 137.4309   11651   675  5221  6430  
   41  106.6374 137.9694   11959   308  2371  9588  
   42  107.9976 138.7192   11176   783  7352  3824  
   43  107.6253 137.7029   11622   446  6173  5449  
   44  109.0299 137.2721   12395   773  6167  6228  
   45  110.4618 136.6825   11625   770  4653  6972  
   46  110.0957 136.0497    9524  2101  3341  6183  
   47  108.3038 137.9112    8575   949  3536  5039  
   48  107.8113 138.2861    9774  1199  4374  5400  
   49  107.7739 137.7674   10535   761  4541  5994  
   50  108.7292 138.3361    9764   771  2952  6812  
   51  108.7680 138.9811    9073   691  4167  4906  
   52  108.2450 138.8791    8393   680  3929  4464  
   53  108.1274 138.0936    8886   493  6000  2886  
   54  106.9387 138.0576    9929  1043  3854  6075  
   55  108.5291 139.8278   10221   292  5786  4435  
   56  110.0064 140.2485    8659  1562  4652  4007  
   57  109.2129 140.2914    9379   720  7049  2330  
   58  109.4554 140.4792   10280   901  3919  6361  
